Language,Country,Region/State,City,Category,Subcategory,Provider,Vocalizing,URL
RU,Россия,,Москва,"События, решения",,Московская благотворительная газета  ,Московская благотворительная газета  ,http://www.mosblago.ru/rss/events.xml
RU,Россия,,Москва,Гранты и конкурсы,,Московская благотворительная газета,Московская благотворительная газета,http://www.mosblago.ru/rss/grants.xml
RU,Россия,,Москва,Что будет,,Московская благотворительная газета,Московская благотворительная газета,http://www.mosblago.ru/rss/afisha.xml
RU,Россия,,Москва,Дайджест СМИ,,Московская благотворительная газета,Московская благотворительная газета,http://www.mosblago.ru/rss/digest.xml
RU,Россия,,Москва,"Статьи ""Московской благотворительной газеты""",,Московская благотворительная газета,Московская благотворительная газета,http://www.mosblago.ru/rss/articles.xml
RU,Россия,,Москва,Все новости,,Взгляд,Взгляд,http://www.vz.ru/rss.xml
RU,Россия,,,Все новости,,РБК,эр бэ ка,http://static.feed.rbc.ru/rbc/internal/rss.rbc.ru/rbc.ru/mainnews.rss
RU,Россия,,,Самые важные,,РБК,эр бэ ка,http://static.feed.rbc.ru/rbc/internal/rss.rbc.ru/rbc.ru/newsline.rss
RU,Россия,,,Политика,,РБК,эр бэ ка,http://static.feed.rbc.ru/rbc/internal/rss.rbc.ru/rbc.ru/politics.rss
RU,Россия,,,Экономика,,РБК,эр бэ ка,http://static.feed.rbc.ru/rbc/internal/rss.rbc.ru/rbc.ru/economics.rss
RU,Россия,,,Общество,,РБК,эр бэ ка,http://static.feed.rbc.ru/rbc/internal/rss.rbc.ru/rbc.ru/society.rss
RU,Россия,,,Проишествия,,РБК,эр бэ ка,http://static.feed.rbc.ru/rbc/internal/rss.rbc.ru/rbc.ru/incidents.rss
EN,Russia,,,RBC news in English,,RBC,эр бэ ка,http://static.feed.rbc.ru/rbc/internal/rss.rbc.ru/rbc.ru/engfpnews_rss.rss
RU,Россия,,,Все новости ,Спорт,РБК,эр бэ ка,http://static.feed.rbc.ru/rbc/internal/rss.rbc.ru/sport.rbc.ru/newsline.rss
RU,Россия,,,Футбол,Спорт,РБК,эр бэ ка,http://static.feed.rbc.ru/rbc/internal/rss.rbc.ru/sport.rbc.ru/football.rss
RU,Россия,,,Баскетбол,Спорт,РБК,эр бэ ка,http://static.feed.rbc.ru/rbc/internal/rss.rbc.ru/sport.rbc.ru/basketball.rss
RU,Россия,,,Теннис,Спорт,РБК,эр бэ ка,http://static.feed.rbc.ru/rbc/internal/rss.rbc.ru/sport.rbc.ru/tennis.rss
RU,Россия,,,Хоккей,Спорт,РБК,эр бэ ка,http://static.feed.rbc.ru/rbc/internal/rss.rbc.ru/sport.rbc.ru/hockey.rss
RU,Россия,,,Зимние виды спорта,Спорт,РБК,эр бэ ка,http://static.feed.rbc.ru/rbc/internal/rss.rbc.ru/sport.rbc.ru/winter.rss
RU,Россия,,,Экстремальный спорт,Спорт,РБК,эр бэ ка,http://static.feed.rbc.ru/rbc/internal/rss.rbc.ru/sport.rbc.ru/extrime.rss
RU,Россия,,,Формула 1,Спорт,РБК,эр бэ ка,http://static.feed.rbc.ru/rbc/internal/rss.rbc.ru/sport.rbc.ru/f1.rss
RU,Россия,,,Скандалы и курьёзы,Спорт,РБК,эр бэ ка,http://static.feed.rbc.ru/rbc/internal/rss.rbc.ru/sport.rbc.ru/scandals.rss
RU,Россия,,,Популярные новости,Спорт,РБК,эр бэ ка,http://static.feed.rbc.ru/rbc/internal/rss.rbc.ru/sport.rbc.ru/starred_news.rss
RU,Россия,,Санкт-Петербург,Новости из Питера,,РБК,эр бэ ка,http://static.feed.rbc.ru/rbc/internal/rss.rbc.ru/spb.rbc.ru/news.rss
RU,Россия,,,Главные новости,Финансы,РБК,эр бэ ка,http://static.feed.rbc.ru/rbc/internal/rss.rbc.ru/quote.ru/mainnews.rss
